order_id,line_no,product_id,quantity,unit_price,line_total,return_flag,refund_amount
addb7f22-5269-47d3-811a-7f6cd3c61ee3,2,B17-PROD000010,1,18.96,18.96,False,
fe6a0049-acab-423f-9811-6e583cccc72f,1,B23-PROD000003,1,309.59,309.59,False,
fe6a0049-acab-423f-9811-6e583cccc72f,2,B1-PROD000019,1,120.33,120.33,False,
fe6a0049-acab-423f-9811-6e583cccc72f,3,B6-PROD000016,1,16.18,16.18,False,
fe6a0049-acab-423f-9811-6e583cccc72f,4,B1-PROD000012,2,5.04,10.07,False,
fe6a0049-acab-423f-9811-6e583cccc72f,5,PROD000119,2,1.27,2.54,False,
fe6a0049-acab-423f-9811-6e583cccc72f,6,PROD000106,2,0.2,0.4,False,
4b6d08ae-7587-4a55-9a44-0dac431ba247,1,B2-PROD000006,2,20.9,41.81,False,
4b6d08ae-7587-4a55-9a44-0dac431ba247,2,PROD000112,2,8.07,16.14,True,12.08
b28c500b-3df5-491e-9fb5-b6b7f09cd546,1,B17-PROD000014,2,19.14,38.28,False,
b28c500b-3df5-491e-9fb5-b6b7f09cd546,2,B17-PROD000003,2,5.04,10.08,False,
b28c500b-3df5-491e-9fb5-b6b7f09cd546,3,B3-PROD000003,2,1.08,2.15,False,
31b8b414-e969-478b-ac30-3de7eb3b8776,1,B8-PROD000003,1,95.52,95.52,False,
31b8b414-e969-478b-ac30-3de7eb3b8776,2,B3-PROD000015,3,4.52,13.56,False,
bb2d72a6-c936-46fe-a587-b6b0a77ad842,1,B13-PROD000001,2,28.28,56.55,True,50.54
bb2d72a6-c936-46fe-a587-b6b0a77ad842,2,B15-PROD000002,1,15.13,15.13,False,
bb2d72a6-c936-46fe-a587-b6b0a77ad842,3,B10-PROD000018,3,0.58,1.75,True,1.71
bb2d72a6-c936-46fe-a587-b6b0a77ad842,4,B2-PROD000015,1,0.5,0.5,False,
ac5baf27-4ad0-45d6-a85e-21ef8334b8ea,1,B21-PROD000119,3,7.18,21.55,False,
ac5baf27-4ad0-45d6-a85e-21ef8334b8ea,2,B6-PROD000003,1,5.58,5.58,False,
ac5baf27-4ad0-45d6-a85e-21ef8334b8ea,3,B8-PROD000008,1,0.83,0.83,True,0.73
9b367bcd-6fa9-4a8c-9a47-617aeb918cfd,1,B1-PROD000020,2,16.95,33.9,False,
9b367bcd-6fa9-4a8c-9a47-617aeb918cfd,2,B13-PROD000006,1,5.27,5.27,False,
9b367bcd-6fa9-4a8c-9a47-617aeb918cfd,3,PROD000106,2,0.8,1.6,False,
609ccaf1-8191-4278-99f1-3c43c0566e3e,1,B13-PROD000004,2,63.14,126.27,False,
609ccaf1-8191-4278-99f1-3c43c0566e3e,2,B13-PROD000001,1,14.81,14.81,False,
609ccaf1-8191-4278-99f1-3c43c0566e3e,3,B21-PROD000104,1,4.24,4.24,False,
609ccaf1-8191-4278-99f1-3c43c0566e3e,4,B17-PROD000002,1,0.9,0.9,True,0.64
609ccaf1-8191-4278-99f1-3c43c0566e3e,5,B17-PROD000017,2,0.1,0.2,False,
ee505fc0-95f3-4fc3-983e-a46f4d9833c7,1,B13-PROD000007,1,92.2,92.2,True,65.97
ee505fc0-95f3-4fc3-983e-a46f4d9833c7,2,B18-PROD000016,1,39.48,39.48,False,
0006c3a7-f827-42af-a5cb-0f7301592ff2,1,B18-PROD000004,1,31.76,31.76,False,
0006c3a7-f827-42af-a5cb-0f7301592ff2,2,B23-PROD000014,1,32.04,32.04,True,31.68
0006c3a7-f827-42af-a5cb-0f7301592ff2,3,B13-PROD000005,2,24.65,49.3,False,
ec3f6490-57a4-4094-bb00-c1c9d0eef607,1,B2-PROD000009,1,36.22,36.22,False,
ae74db21-9b13-4596-af5f-339852c08e9c,1,B13-PROD000014,2,31.34,62.67,False,
ae74db21-9b13-4596-af5f-339852c08e9c,2,B18-PROD000001,2,9.64,19.27,False,
2ab07a64-534f-4208-b729-e00fb24d11ca,1,B8-PROD000018,2,30.05,60.1,False,
2ab07a64-534f-4208-b729-e00fb24d11ca,2,B3-PROD000010,1,16.79,16.79,True,15.6
2ab07a64-534f-4208-b729-e00fb24d11ca,3,B6-PROD000020,2,3.16,6.32,False,
5ad5b3d8-fea9-4995-a042-040dffcb5921,1,B6-PROD000017,4,12.05,48.2,False,
5ad5b3d8-fea9-4995-a042-040dffcb5921,2,B10-PROD000011,1,6.72,6.72,False,
5ad5b3d8-fea9-4995-a042-040dffcb5921,3,B17-PROD000002,1,0.84,0.84,False,
5ad5b3d8-fea9-4995-a042-040dffcb5921,4,PROD000014,4,0.04,0.17,False,
ba5ccc7c-5c99-41c0-b718-b8229e33ff31,1,B15-PROD000019,1,18.5,18.5,False,
ba5ccc7c-5c99-41c0-b718-b8229e33ff31,2,B21-PROD000105,2,9.67,19.34,False,
ba5ccc7c-5c99-41c0-b718-b8229e33ff31,3,B17-PROD000010,2,2.12,4.24,False,
5fa99f86-619d-4ca1-bd5b-cbfd651ceed1,1,B3-PROD000001,1,82.29,82.29,False,
5fa99f86-619d-4ca1-bd5b-cbfd651ceed1,2,B8-PROD000006,2,9.1,18.19,False,
79d68aff-cc1e-46c4-ba82-190d624d814a,1,B6-PROD000016,4,13.61,54.43,False,
79d68aff-cc1e-46c4-ba82-190d624d814a,2,B3-PROD000013,4,42.56,170.23,False,
79d68aff-cc1e-46c4-ba82-190d624d814a,3,B10-PROD000019,1,32.92,32.92,False,
79d68aff-cc1e-46c4-ba82-190d624d814a,4,B17-PROD000015,1,5.78,5.78,True,4.79
79d68aff-cc1e-46c4-ba82-190d624d814a,5,B6-PROD000018,3,0.61,1.83,False,
0ebcb0b6-46f3-49ba-9b03-c4a0fcad7186,1,B18-PROD000012,3,8.06,24.17,False,
0ebcb0b6-46f3-49ba-9b03-c4a0fcad7186,2,B1-PROD000009,1,6.01,6.01,False,
97cffae5-357e-4cfd-a1ef-32c80c3e1a9d,1,PROD000004,3,13.58,40.73,False,
1d4eb3c9-167b-472f-bb78-a645af2e81a1,1,B23-PROD000007,4,12.48,49.91,False,
c8ff61f0-ee17-4f1e-923c-cd002be263e7,1,B10-PROD000006,2,31.72,63.45,False,
c8ff61f0-ee17-4f1e-923c-cd002be263e7,2,B6-PROD000003,1,80.61,80.61,False,
c8ff61f0-ee17-4f1e-923c-cd002be263e7,3,B6-PROD000013,1,25.81,25.81,False,
c8ff61f0-ee17-4f1e-923c-cd002be263e7,4,B17-PROD000009,1,3.07,3.07,False,
c8ff61f0-ee17-4f1e-923c-cd002be263e7,5,B18-PROD000011,2,0.53,1.06,False,
d2eedb81-ea11-4975-af82-dd38b7fe8dfc,1,B17-PROD000017,2,20.82,41.63,False,
d2eedb81-ea11-4975-af82-dd38b7fe8dfc,2,B1-PROD000001,1,103.61,103.61,False,
3c42aa8c-9a54-419f-bc98-12ae9737f86f,1,B8-PROD000004,2,29.25,58.5,False,
3c42aa8c-9a54-419f-bc98-12ae9737f86f,2,B21-PROD000108,2,44.32,88.64,False,
3c42aa8c-9a54-419f-bc98-12ae9737f86f,3,B23-PROD000006,3,5.14,15.41,False,
3c42aa8c-9a54-419f-bc98-12ae9737f86f,4,B23-PROD000017,1,5.47,5.47,False,
eeb68876-28be-4722-87f5-e58c12652e95,1,B1-PROD000014,1,35.1,35.1,False,
1d0deace-cd5e-44da-8388-859cb6e04a5e,1,B15-PROD000004,1,32.77,32.77,True,32.47
1d0deace-cd5e-44da-8388-859cb6e04a5e,2,B23-PROD000010,1,172.51,172.51,False,
1d0deace-cd5e-44da-8388-859cb6e04a5e,3,B8-PROD000005,6,4.51,27.05,False,
1d0deace-cd5e-44da-8388-859cb6e04a5e,4,B3-PROD000020,4,1.99,7.97,False,
1d0deace-cd5e-44da-8388-859cb6e04a5e,5,PROD000104,2,0.98,1.95,False,
ffa2c150-f6d9-4287-a621-27a27b40f6b8,1,B15-PROD000004,1,20.78,20.78,False,
ffa2c150-f6d9-4287-a621-27a27b40f6b8,2,PROD000113,3,2.13,6.38,False,
7695b3a3-399f-464c-a94c-7a008c4000a9,1,B3-PROD000018,1,32.84,32.84,False,
7695b3a3-399f-464c-a94c-7a008c4000a9,2,B2-PROD000013,2,60.42,120.85,False,
7695b3a3-399f-464c-a94c-7a008c4000a9,3,B10-PROD000010,2,14.32,28.64,False,
7695b3a3-399f-464c-a94c-7a008c4000a9,4,B6-PROD000019,3,1.67,5.02,False,
7695b3a3-399f-464c-a94c-7a008c4000a9,5,B15-PROD000004,2,0.44,0.87,False,
2bd2b383-5599-47d5-b462-cf5f540e075a,1,B23-PROD000002,1,111.36,111.36,False,
2bd2b383-5599-47d5-b462-cf5f540e075a,2,PROD000103,5,4.67,23.33,False,
2bd2b383-5599-47d5-b462-cf5f540e075a,3,PROD000013,1,8.03,8.03,False,
65b0d0c5-f4cc-42d1-918f-ce94afa3ddac,1,B21-PROD000115,1,16.27,16.27,True,15.61
65b0d0c5-f4cc-42d1-918f-ce94afa3ddac,2,B10-PROD000012,2,2.52,5.03,False,
578d0f7a-02f6-4dd1-b613-021569b84669,1,B13-PROD000016,2,11.73,23.46,False,
578d0f7a-02f6-4dd1-b613-021569b84669,2,B18-PROD000016,1,6.48,6.48,False,
578d0f7a-02f6-4dd1-b613-021569b84669,3,B23-PROD000005,1,0.94,0.94,False,
7672ac09-9366-4c1e-b80c-8f07a74a549c,1,B8-PROD000001,1,65.72,65.72,False,
7672ac09-9366-4c1e-b80c-8f07a74a549c,2,B1-PROD000012,3,3.28,9.85,False,
7672ac09-9366-4c1e-b80c-8f07a74a549c,3,B17-PROD000009,3,0.78,2.34,False,
c7117a44-9a3e-4cbb-8872-c204a253f1d2,1,PROD000009,2,10.4,20.81,False,
b6cfee2b-e7eb-4a38-8529-47efdbebd404,1,B2-PROD000020,1,81.34,81.34,False,
b6cfee2b-e7eb-4a38-8529-47efdbebd404,2,B1-PROD000019,3,5.84,17.52,False,
b6cfee2b-e7eb-4a38-8529-47efdbebd404,3,PROD000005,2,1.98,3.96,False,
b6cfee2b-e7eb-4a38-8529-47efdbebd404,4,B6-PROD000019,3,0.37,1.1,False,
6132f435-bd24-4243-bf32-df4902110016,1,PROD000120,1,60.27,60.27,False,
6132f435-bd24-4243-bf32-df4902110016,2,B10-PROD000018,1,35.92,35.92,False,
6132f435-bd24-4243-bf32-df4902110016,3,B3-PROD000013,1,188.94,188.94,False,
eea65107-a37d-4c56-81a5-d6c6015a8dc2,1,B2-PROD000003,1,140.31,140.31,False,
eea65107-a37d-4c56-81a5-d6c6015a8dc2,2,B1-PROD000019,2,119.3,238.59,False,
eea65107-a37d-4c56-81a5-d6c6015a8dc2,3,B15-PROD000020,1,55.09,55.09,False,
eea65107-a37d-4c56-81a5-d6c6015a8dc2,4,B2-PROD000011,1,25.48,25.48,True,18.76
16275e5b-fa54-4531-82df-79fded55a3b0,1,B2-PROD000018,2,13.74,27.47,False,
16275e5b-fa54-4531-82df-79fded55a3b0,2,B8-PROD000002,3,75.2,225.6,False,
16275e5b-fa54-4531-82df-79fded55a3b0,3,B13-PROD000001,2,35.08,70.15,False,
16275e5b-fa54-4531-82df-79fded55a3b0,4,B17-PROD000014,1,10.43,10.43,False,
16275e5b-fa54-4531-82df-79fded55a3b0,5,PROD000012,2,1.16,2.31,False,
16275e5b-fa54-4531-82df-79fded55a3b0,6,B21-PROD000104,2,0.32,0.65,True,0.5
5c7016aa-6951-4d57-a94b-9e043437a734,1,PROD000111,1,85.35,85.35,False,
5c7016aa-6951-4d57-a94b-9e043437a734,2,B13-PROD000004,1,92.22,92.22,False,
5c7016aa-6951-4d57-a94b-9e043437a734,3,B13-PROD000009,1,27.26,27.26,True,26.36
5c7016aa-6951-4d57-a94b-9e043437a734,4,B1-PROD000011,1,6.65,6.65,False,
5c7016aa-6951-4d57-a94b-9e043437a734,5,B10-PROD000006,1,1.38,1.38,False,
f0e00762-e29e-434f-acf6-8f25a460700e,1,B15-PROD000005,1,92.58,92.58,False,
f0e00762-e29e-434f-acf6-8f25a460700e,2,B18-PROD000009,1,159.23,159.23,False,
f0e00762-e29e-434f-acf6-8f25a460700e,3,B10-PROD000001,1,16.32,16.32,False,
f0e00762-e29e-434f-acf6-8f25a460700e,4,B1-PROD000016,1,4.35,4.35,False,
f0e00762-e29e-434f-acf6-8f25a460700e,5,B3-PROD000020,1,1.49,1.49,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,1,B1-PROD000003,2,57.08,114.17,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,2,B13-PROD000007,2,97.72,195.44,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,3,B8-PROD000015,1,41.78,41.78,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,4,B23-PROD000016,1,9.92,9.92,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,5,B1-PROD000012,1,2.22,2.22,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,6,B8-PROD000012,2,0.27,0.54,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,7,B23-PROD000012,1,0.14,0.14,False,
e578f8d1-b593-4523-986f-ed25fc5ef960,8,PROD000103,1,0.03,0.03,False,
8a0d59a7-4ccf-4186-83b0-3ed7cbf3a525,1,PROD000018,1,37.16,37.16,False,
8a0d59a7-4ccf-4186-83b0-3ed7cbf3a525,2,B23-PROD000018,2,38.03,76.07,False,
13197189-5ff5-4147-b2f8-1baf548faa7d,1,B10-PROD000013,1,41.0,41.0,False,
13197189-5ff5-4147-b2f8-1baf548faa7d,2,B8-PROD000016,4,1.55,6.2,False,
4c104d35-a2f7-4965-be2b-8cca1b07236a,1,B23-PROD000003,2,72.03,144.06,False,
4c104d35-a2f7-4965-be2b-8cca1b07236a,2,B2-PROD000011,1,37.31,37.31,True,35.23
4c104d35-a2f7-4965-be2b-8cca1b07236a,3,PROD000019,2,5.1,10.2,False,
4c104d35-a2f7-4965-be2b-8cca1b07236a,4,B18-PROD000008,3,0.65,1.95,False,
4c104d35-a2f7-4965-be2b-8cca1b07236a,5,B15-PROD000001,1,0.54,0.54,False,
faa03c2b-2155-405d-90da-78455deb5852,1,B6-PROD000005,1,51.65,51.65,False,
faa03c2b-2155-405d-90da-78455deb5852,2,B18-PROD000010,1,7.03,7.03,False,
faa03c2b-2155-405d-90da-78455deb5852,3,B13-PROD000001,1,1.1,1.1,False,
8a0b71c8-30ee-4cd3-8e9e-fddaf0c11933,1,B6-PROD000014,2,30.19,60.38,False,
8a0b71c8-30ee-4cd3-8e9e-fddaf0c11933,2,B1-PROD000019,2,9.76,19.51,False,
8a0b71c8-30ee-4cd3-8e9e-fddaf0c11933,3,B21-PROD000103,1,6.71,6.71,False,
abdb2b58-57c5-4d7f-a1fc-a33f6a8d723d,1,B13-PROD000020,3,26.25,78.76,False,
abdb2b58-57c5-4d7f-a1fc-a33f6a8d723d,2,B18-PROD000014,1,22.9,22.9,False,
a3ecfaef-6997-4da7-9040-d1e2de34641e,1,B8-PROD000012,1,47.28,47.28,True,41.12
a3ecfaef-6997-4da7-9040-d1e2de34641e,2,B21-PROD000104,2,18.81,37.62,False,
8ae1cc9c-b121-4646-867f-882127bdd68a,1,B15-PROD000008,1,75.15,75.15,False,
8ae1cc9c-b121-4646-867f-882127bdd68a,2,B21-PROD000112,2,8.76,17.53,False,
8ae1cc9c-b121-4646-867f-882127bdd68a,3,B23-PROD000009,1,2.06,2.06,False,
8ae1cc9c-b121-4646-867f-882127bdd68a,4,B6-PROD000016,1,0.65,0.65,False,
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,1,B21-PROD000102,1,155.74,155.74,False,
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,2,PROD000007,1,20.1,20.1,True,15.19
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,3,B17-PROD000003,2,2.48,4.96,False,
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,4,B18-PROD000016,1,1.19,1.19,False,
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,5,B8-PROD000005,2,0.1,0.2,False,
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,6,PROD000020,2,0.02,0.05,False,
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,7,B1-PROD000002,3,0.01,0.02,False,
d3b205ec-17ff-4d83-a673-dadc857c15d6,1,B10-PROD000015,3,16.5,49.5,True,35.14
8321a10a-3b96-4240-b9ea-2c56897c118d,1,B3-PROD000010,2,22.77,45.54,False,
8321a10a-3b96-4240-b9ea-2c56897c118d,2,B15-PROD000002,1,11.26,11.26,False,
8321a10a-3b96-4240-b9ea-2c56897c118d,3,B2-PROD000007,1,2.24,2.24,False,
8321a10a-3b96-4240-b9ea-2c56897c118d,4,PROD000010,1,0.4,0.4,False,
8321a10a-3b96-4240-b9ea-2c56897c118d,5,B6-PROD000008,1,0.13,0.13,False,
6e997302-70c7-42a7-882b-69c98b02594b,1,B21-PROD000104,1,64.03,64.03,False,
6e997302-70c7-42a7-882b-69c98b02594b,2,B6-PROD000018,1,84.18,84.18,False,
6e997302-70c7-42a7-882b-69c98b02594b,3,B10-PROD000012,2,10.28,20.57,False,
6e997302-70c7-42a7-882b-69c98b02594b,4,B15-PROD000015,1,5.0,5.0,False,
cbf4c4ea-5e7f-4671-aad4-a86b1abca73f,1,B10-PROD000020,2,21.96,43.91,True,35.14
7b635a1d-e7d7-440d-9723-bcf8821554cc,1,B18-PROD000011,1,26.49,26.49,False,
7b635a1d-e7d7-440d-9723-bcf8821554cc,2,B3-PROD000017,2,42.92,85.85,False,
7b635a1d-e7d7-440d-9723-bcf8821554cc,3,PROD000112,1,51.28,51.28,False,
27b2cc05-1e32-4c9d-a72a-811215518a02,1,B13-PROD000002,1,120.66,120.66,False,
27b2cc05-1e32-4c9d-a72a-811215518a02,2,B15-PROD000007,1,28.1,28.1,False,
d6bb6538-0bc3-4273-979d-daf3bdb1c167,1,B23-PROD000017,4,19.23,76.92,False,
d6bb6538-0bc3-4273-979d-daf3bdb1c167,2,B15-PROD000009,1,19.57,19.57,True,18.94
d6bb6538-0bc3-4273-979d-daf3bdb1c167,3,B21-PROD000106,2,3.04,6.08,False,
d6bb6538-0bc3-4273-979d-daf3bdb1c167,4,B23-PROD000010,3,0.34,1.02,False,
201e71dd-87a1-4e14-9b1a-0c5944f2c87a,1,B6-PROD000016,1,15.26,15.26,False,
201e71dd-87a1-4e14-9b1a-0c5944f2c87a,2,B3-PROD000013,2,7.36,14.72,False,
bedb40da-1013-439a-90c7-d888ac248e25,1,B10-PROD000003,2,35.11,70.22,False,
bedb40da-1013-439a-90c7-d888ac248e25,2,B6-PROD000003,1,21.03,21.03,False,
bedb40da-1013-439a-90c7-d888ac248e25,3,B23-PROD000006,1,3.33,3.33,True,2.6
665a0c67-0c50-44c4-8bba-f2195b784a3e,1,B15-PROD000018,1,133.12,133.12,False,
665a0c67-0c50-44c4-8bba-f2195b784a3e,2,B3-PROD000013,1,38.96,38.96,False,
665a0c67-0c50-44c4-8bba-f2195b784a3e,3,B1-PROD000020,1,4.59,4.59,False,
665a0c67-0c50-44c4-8bba-f2195b784a3e,4,B21-PROD000114,2,0.6,1.21,False,
665a0c67-0c50-44c4-8bba-f2195b784a3e,5,B23-PROD000016,1,0.21,0.21,True,0.2
d9e41600-da6f-4895-936c-75257afc1dcc,1,B15-PROD000008,1,126.78,126.78,True,95.07
d9e41600-da6f-4895-936c-75257afc1dcc,2,B15-PROD000009,2,11.4,22.8,False,
d9e41600-da6f-4895-936c-75257afc1dcc,3,B17-PROD000007,1,6.49,6.49,False,
d9e41600-da6f-4895-936c-75257afc1dcc,4,B2-PROD000010,1,1.51,1.51,False,
d9e41600-da6f-4895-936c-75257afc1dcc,5,PROD000117,1,0.24,0.24,False,
d9e41600-da6f-4895-936c-75257afc1dcc,6,B8-PROD000018,4,0.02,0.06,False,
07c53167-7efd-424a-bcb8-cf50b3515524,1,PROD000009,1,89.56,89.56,False,
07c53167-7efd-424a-bcb8-cf50b3515524,2,B3-PROD000014,1,33.42,33.42,False,
50eb424e-d5c2-4602-8154-5b10e2928b9f,1,B1-PROD000010,2,36.2,72.41,True,67.85
50eb424e-d5c2-4602-8154-5b10e2928b9f,2,B1-PROD000002,2,8.18,16.36,False,
50eb424e-d5c2-4602-8154-5b10e2928b9f,3,B18-PROD000004,1,2.39,2.39,False,
50eb424e-d5c2-4602-8154-5b10e2928b9f,4,B10-PROD000019,1,0.55,0.55,False,
a9f00e70-55dc-4940-b52f-8fb4c7b497b5,1,B13-PROD000006,2,42.06,84.12,False,
a9f00e70-55dc-4940-b52f-8fb4c7b497b5,2,B1-PROD000005,2,19.64,39.28,False,
a9f00e70-55dc-4940-b52f-8fb4c7b497b5,3,B23-PROD000009,2,2.29,4.58,True,4.13
a9f00e70-55dc-4940-b52f-8fb4c7b497b5,4,B18-PROD000013,1,0.93,0.93,False,
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,1,B13-PROD000016,1,154.62,154.62,True,149.33
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,2,B10-PROD000013,1,22.1,22.1,False,
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,3,B6-PROD000008,2,2.38,4.76,False,
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,4,B1-PROD000014,1,0.81,0.81,False,
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,5,B18-PROD000005,1,0.17,0.17,False,
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,6,B2-PROD000014,1,0.03,0.029999999999994177,False,
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,7,B1-PROD000013,2,0.0,0.01,False,
6e73615e-e47f-48a3-b363-5589081dc37f,1,B3-PROD000006,1,26.86,26.86,True,19.1
6e73615e-e47f-48a3-b363-5589081dc37f,2,PROD000007,4,7.35,29.39,False,
6e73615e-e47f-48a3-b363-5589081dc37f,3,PROD000104,1,5.28,5.28,False,
50fe0a21-b1b3-4d35-9280-42f29c59ad50,1,B15-PROD000003,1,130.52,130.52,False,
50fe0a21-b1b3-4d35-9280-42f29c59ad50,2,B3-PROD000017,1,25.35,25.35,False,
50fe0a21-b1b3-4d35-9280-42f29c59ad50,3,B8-PROD000012,3,1.82,5.47,False,
50fe0a21-b1b3-4d35-9280-42f29c59ad50,4,B1-PROD000006,1,1.08,1.08,False,
c34cb4b7-435d-48c7-9744-ef57deb1a3ee,1,B1-PROD000011,1,128.22,128.22,True,123.57
c34cb4b7-435d-48c7-9744-ef57deb1a3ee,2,B8-PROD000010,1,18.65,18.65,False,
71c8f5e5-be26-430d-b014-b07a9dfbe59e,1,B10-PROD000011,4,13.54,54.17,False,
71c8f5e5-be26-430d-b014-b07a9dfbe59e,2,B15-PROD000012,1,8.76,8.76,False,
71c8f5e5-be26-430d-b014-b07a9dfbe59e,3,B2-PROD000007,1,2.11,2.11,False,
71c8f5e5-be26-430d-b014-b07a9dfbe59e,4,B23-PROD000018,1,0.51,0.51,False,
71c8f5e5-be26-430d-b014-b07a9dfbe59e,5,B3-PROD000005,3,0.06,0.19,False,
ca5a770a-c74d-4240-b5ba-4a7faac1f632,1,B2-PROD000009,2,19.61,39.23,False,
ca5a770a-c74d-4240-b5ba-4a7faac1f632,2,B8-PROD000011,1,10.32,10.32,False,
ca5a770a-c74d-4240-b5ba-4a7faac1f632,3,B18-PROD000013,1,2.02,2.02,False,
ca5a770a-c74d-4240-b5ba-4a7faac1f632,4,B17-PROD000015,1,0.28,0.28,False,
