order_id,order_number,customer_id,transport_id,order_date,seasonal_period,delivery_status,estimated_delivery_date,actual_delivery_date,total_amount,payment_status,claim_flag
ee505fc0-95f3-4fc3-983e-a46f4d9833c7,ORD-20200117-54492,CUST000016,B0-TR0003,2020-01-17 07:20:25,Normal,delivered,2020-01-17,2020-01-17,131.68,failed,False
0006c3a7-f827-42af-a5cb-0f7301592ff2,ORD-20200117-15504,B6-CUST000014,B1-TR0001,2020-01-17 08:15:18,Normal,delivered,2020-01-17,2020-01-17,113.1,paid,False
ec3f6490-57a4-4094-bb00-c1c9d0eef607,ORD-20200117-37881,CUST000014,B0-TR0001,2020-01-17 13:27:18,Normal,processing,2020-01-19,,36.22,paid,False
ae74db21-9b13-4596-af5f-339852c08e9c,ORD-20200117-20394,CUST000014,B1-TR0001,2020-01-17 17:09:31,Normal,delivered,2020-01-17,2020-01-17,81.94,paid,False
2ab07a64-534f-4208-b729-e00fb24d11ca,ORD-20200119-75813,B43-CUST000012,B0-TR0002,2020-01-19 08:00:56,Normal,returned,2020-01-20,2020-01-19,83.21,refunded,False
5ad5b3d8-fea9-4995-a042-040dffcb5921,ORD-20200119-94472,B3-CUST000016,B0-TR0003,2020-01-19 08:55:03,Normal,delivered,2020-01-19,2020-01-22,55.93,paid,False
ba5ccc7c-5c99-41c0-b718-b8229e33ff31,ORD-20200119-74110,B3-CUST000003,B0-TR0002,2020-01-19 18:28:14,Normal,delivered,2020-01-20,2020-01-19,42.08,paid,False
5fa99f86-619d-4ca1-bd5b-cbfd651ceed1,ORD-20200120-61178,B32-CUST000016,B0-TR0002,2020-01-20 12:14:20,Normal,delivered,2020-01-21,2020-01-20,100.48,paid,False
79d68aff-cc1e-46c4-ba82-190d624d814a,ORD-20200120-26534,CUST000014,B0-TR0002,2020-01-20 21:28:35,Normal,returned,2020-01-21,2020-01-21,265.19,refunded,False
0ebcb0b6-46f3-49ba-9b03-c4a0fcad7186,ORD-20200120-40536,B0-CUST000005,B0-TR0003,2020-01-20 22:21:00,Normal,returned,2020-01-21,2020-01-21,30.18,paid,True
97cffae5-357e-4cfd-a1ef-32c80c3e1a9d,ORD-20200121-15527,CUST000003,B0-TR0003,2020-01-21 08:33:38,Normal,delivered,2020-01-21,2020-01-21,40.73,paid,False
1d4eb3c9-167b-472f-bb78-a645af2e81a1,ORD-20200121-30502,CUST000018,B0-TR0002,2020-01-21 10:42:53,Normal,delivered,2020-01-22,2020-01-21,49.91,paid,False
c8ff61f0-ee17-4f1e-923c-cd002be263e7,ORD-20200121-70422,B13-CUST000118,B1-TR0003,2020-01-21 11:52:56,Normal,delivered,2020-01-21,2020-01-24,174.0,paid,False
d2eedb81-ea11-4975-af82-dd38b7fe8dfc,ORD-20200121-82167,B7-CUST000002,B1-TR0003,2020-01-21 12:29:32,Normal,delivered,2020-01-21,2020-01-21,145.24,paid,False
3c42aa8c-9a54-419f-bc98-12ae9737f86f,ORD-20200122-71751,B20-CUST000011,B0-TR0001,2020-01-22 09:57:32,Normal,delivered,2020-01-24,2020-01-25,168.02,paid,True
eeb68876-28be-4722-87f5-e58c12652e95,ORD-20200122-18796,B37-CUST000017,B0-TR0003,2020-01-22 10:03:54,Normal,delivered,2020-01-22,2020-01-22,35.1,paid,False
1d0deace-cd5e-44da-8388-859cb6e04a5e,ORD-20200122-57507,B11-CUST000014,B0-TR0003,2020-01-22 11:48:56,Normal,delivered,2020-01-22,2020-01-22,242.25,paid,False
ffa2c150-f6d9-4287-a621-27a27b40f6b8,ORD-20200122-75508,B38-CUST000016,B0-TR0002,2020-01-22 19:30:17,Normal,delivered,2020-01-23,2020-01-23,27.16,paid,False
7695b3a3-399f-464c-a94c-7a008c4000a9,ORD-20200122-94741,B32-CUST000016,B0-TR0003,2020-01-22 22:20:41,Normal,delivered,2020-01-23,2020-01-23,188.22,paid,False
2bd2b383-5599-47d5-b462-cf5f540e075a,ORD-20200123-56622,B13-CUST000108,B0-TR0002,2020-01-23 14:04:57,Normal,delivered,2020-01-24,2020-01-24,142.72,paid,False
65b0d0c5-f4cc-42d1-918f-ce94afa3ddac,ORD-20200124-42218,B23-CUST000004,B0-TR0003,2020-01-24 20:03:54,Normal,delivered,2020-01-25,2020-01-25,21.3,refunded,False
578d0f7a-02f6-4dd1-b613-021569b84669,ORD-20200124-36216,B7-CUST000002,B0-TR0003,2020-01-24 22:15:40,Normal,delivered,2020-01-25,2020-01-25,30.88,paid,False
7672ac09-9366-4c1e-b80c-8f07a74a549c,ORD-20200125-94424,B43-CUST000012,B0-TR0002,2020-01-25 07:20:26,Normal,delivered,2020-01-26,2020-01-25,77.91,paid,False
c7117a44-9a3e-4cbb-8872-c204a253f1d2,ORD-20200125-61839,B43-CUST000012,B0-TR0001,2020-01-25 21:47:33,Normal,delivered,2020-01-28,2020-01-28,20.81,paid,False
b6cfee2b-e7eb-4a38-8529-47efdbebd404,ORD-20200126-80245,CUST000017,B0-TR0002,2020-01-26 00:01:03,Normal,delivered,2020-01-26,2020-01-28,103.92,paid,False
6132f435-bd24-4243-bf32-df4902110016,ORD-20200126-36124,B32-CUST000016,B0-TR0003,2020-01-26 10:25:41,Normal,delivered,2020-01-26,2020-01-26,285.13,paid,False
eea65107-a37d-4c56-81a5-d6c6015a8dc2,ORD-20200126-76458,B37-CUST000009,B0-TR0003,2020-01-26 15:33:48,Normal,delivered,2020-01-26,2020-01-26,459.47,paid,False
16275e5b-fa54-4531-82df-79fded55a3b0,ORD-20200126-43359,B38-CUST000014,B0-TR0002,2020-01-26 23:00:56,Normal,delivered,2020-01-27,2020-01-27,336.61,paid,False
5c7016aa-6951-4d57-a94b-9e043437a734,ORD-20200127-53054,CUST000013,B0-TR0003,2020-01-27 00:32:11,Normal,delivered,2020-01-27,2020-01-27,212.86,paid,False
f0e00762-e29e-434f-acf6-8f25a460700e,ORD-20200127-13512,B23-CUST000004,B0-TR0002,2020-01-27 08:59:12,Normal,delivered,2020-01-28,2020-01-27,273.97,paid,False
e578f8d1-b593-4523-986f-ed25fc5ef960,ORD-20200127-22013,B35-CUST000016,B1-TR0002,2020-01-27 14:02:47,Normal,delivered,2020-01-29,2020-01-29,364.24,paid,False
8a0d59a7-4ccf-4186-83b0-3ed7cbf3a525,ORD-20200128-66067,CUST000003,B1-TR0001,2020-01-28 18:53:01,Normal,delivered,2020-01-29,2020-01-29,113.23,paid,False
13197189-5ff5-4147-b2f8-1baf548faa7d,ORD-20200128-56694,B20-CUST000011,B0-TR0001,2020-01-28 21:51:35,Normal,delivered,2020-01-31,2020-01-30,47.2,paid,False
4c104d35-a2f7-4965-be2b-8cca1b07236a,ORD-20200128-28837,B6-CUST000014,B0-TR0003,2020-01-28 23:51:25,Normal,returned,2020-01-29,2020-01-29,194.06,paid,True
faa03c2b-2155-405d-90da-78455deb5852,ORD-20200129-15998,B38-CUST000014,B0-TR0002,2020-01-29 03:13:12,Normal,delivered,2020-01-30,2020-01-29,59.78,paid,False
8a0b71c8-30ee-4cd3-8e9e-fddaf0c11933,ORD-20200129-95732,CUST000013,B0-TR0003,2020-01-29 05:56:51,Normal,delivered,2020-01-29,2020-01-29,86.6,paid,False
abdb2b58-57c5-4d7f-a1fc-a33f6a8d723d,ORD-20200129-19344,B11-CUST000015,B0-TR0001,2020-01-29 10:22:00,Normal,delivered,2020-01-31,2020-01-30,101.66,paid,False
a3ecfaef-6997-4da7-9040-d1e2de34641e,ORD-20200130-42765,B31-CUST000012,B0-TR0003,2020-01-30 12:17:56,Normal,returned,2020-01-30,2020-01-31,84.9,refunded,False
8ae1cc9c-b121-4646-867f-882127bdd68a,ORD-20200130-98532,B6-CUST000014,B0-TR0001,2020-01-30 20:03:37,Normal,delivered,2020-02-02,2020-02-02,95.39,paid,False
992e8f73-8fab-41cf-a71b-9ec2e235c2c3,ORD-20200131-30593,B20-CUST000019,B0-TR0003,2020-01-31 00:52:07,Normal,delivered,2020-01-31,2020-02-01,182.26,paid,False
d3b205ec-17ff-4d83-a673-dadc857c15d6,ORD-20200131-80206,B13-CUST000108,B0-TR0001,2020-01-31 07:57:08,Normal,returned,2020-02-02,2020-02-02,49.5,refunded,False
8321a10a-3b96-4240-b9ea-2c56897c118d,ORD-20200131-93546,B11-CUST000003,B0-TR0002,2020-01-31 10:47:43,Normal,delivered,2020-02-01,2020-02-01,59.57,paid,False
6e997302-70c7-42a7-882b-69c98b02594b,ORD-20200131-44844,B7-CUST000019,B0-TR0001,2020-01-31 11:13:54,Normal,cancelled,2020-02-02,,173.78,failed,False
cbf4c4ea-5e7f-4671-aad4-a86b1abca73f,ORD-20200131-34131,CUST000008,B0-TR0002,2020-01-31 11:16:22,Normal,delivered,2020-02-01,2020-01-31,43.91,paid,False
7b635a1d-e7d7-440d-9723-bcf8821554cc,ORD-20200131-72150,CUST000014,B0-TR0002,2020-01-31 13:08:13,Normal,delivered,2020-02-01,2020-01-31,163.62,paid,False
27b2cc05-1e32-4c9d-a72a-811215518a02,ORD-20200131-55880,B25-CUST000009,B0-TR0003,2020-01-31 14:32:20,Normal,delivered,2020-01-31,2020-02-01,148.76,paid,False
d6bb6538-0bc3-4273-979d-daf3bdb1c167,ORD-20200131-98352,B8-CUST000016,B0-TR0002,2020-01-31 15:41:12,Normal,returned,2020-02-01,2020-01-31,103.59,refunded,False
201e71dd-87a1-4e14-9b1a-0c5944f2c87a,ORD-20200131-45181,CUST000003,B0-TR0003,2020-01-31 16:42:01,Normal,delivered,2020-01-31,2020-01-31,29.98,paid,False
bedb40da-1013-439a-90c7-d888ac248e25,ORD-20200201-93415,B11-CUST000011,B0-TR0003,2020-02-01 05:00:19,Normal,delivered,2020-02-01,2020-02-03,94.58,paid,False
665a0c67-0c50-44c4-8bba-f2195b784a3e,ORD-20200201-54133,B38-CUST000014,B1-TR0003,2020-02-01 06:46:49,Normal,delivered,2020-02-01,2020-02-01,178.09,paid,False
d9e41600-da6f-4895-936c-75257afc1dcc,ORD-20200201-66000,CUST000020,B0-TR0001,2020-02-01 10:32:04,Normal,delivered,2020-02-04,2020-02-03,157.88,paid,False
07c53167-7efd-424a-bcb8-cf50b3515524,ORD-20200201-75654,CUST000016,B0-TR0002,2020-02-01 17:34:46,Normal,delivered,2020-02-02,2020-02-01,122.98,paid,False
50eb424e-d5c2-4602-8154-5b10e2928b9f,ORD-20200201-70833,CUST000008,B0-TR0002,2020-02-01 20:04:05,Normal,returned,2020-02-02,2020-02-02,91.71,refunded,False
a9f00e70-55dc-4940-b52f-8fb4c7b497b5,ORD-20200202-41184,B37-CUST000009,B0-TR0003,2020-02-02 01:13:25,Normal,delivered,2020-02-02,2020-02-02,128.91,paid,True
2cde7dc4-f406-4cc1-9dc1-90cce5f6f21c,ORD-20200202-59255,CUST000004,B0-TR0003,2020-02-02 01:38:38,Normal,returned,2020-02-02,2020-02-02,182.5,refunded,False
6e73615e-e47f-48a3-b363-5589081dc37f,ORD-20200202-75585,CUST000012,B0-TR0001,2020-02-02 20:46:35,Normal,returned,2020-02-05,2020-02-04,61.53,refunded,True
50fe0a21-b1b3-4d35-9280-42f29c59ad50,ORD-20200203-47717,B35-CUST000019,B0-TR0001,2020-02-03 03:57:08,Normal,delivered,2020-02-05,2020-02-05,162.42,paid,False
c34cb4b7-435d-48c7-9744-ef57deb1a3ee,ORD-20200203-41536,B3-CUST000016,B0-TR0003,2020-02-03 06:23:31,Normal,returned,2020-02-03,2020-02-03,146.87,refunded,True
71c8f5e5-be26-430d-b014-b07a9dfbe59e,ORD-20200203-67263,B3-CUST000012,B0-TR0002,2020-02-03 10:22:35,Normal,delivered,2020-02-04,2020-02-03,65.74,paid,False
ca5a770a-c74d-4240-b5ba-4a7faac1f632,ORD-20200203-10474,CUST000017,B0-TR0003,2020-02-03 10:24:44,Normal,delivered,2020-02-03,2020-02-03,51.9,paid,False
9f15d300-de32-4ee6-98e3-2c627c080d9d,ORD-20200203-55774,B3-CUST000016,B0-TR0002,2020-02-03 10:48:33,Normal,lost_stolen,2020-02-04,,235.03,refunded,True
3c8ea3ca-269e-4d0a-8690-faa31e37b94c,ORD-20200203-23142,B3-CUST000012,B0-TR0002,2020-02-03 11:43:06,Normal,delivered,2020-02-04,2020-02-07,141.74,paid,False
96bab4a5-5ccc-4b95-b470-63bfb9b75c57,ORD-20200203-17307,CUST000018,B1-TR0003,2020-02-03 14:49:09,Normal,delivered,2020-02-03,2020-02-03,148.75,paid,False
61d502a3-1cfa-4837-b81e-2cd402569b61,ORD-20200203-75648,CUST000014,B0-TR0002,2020-02-03 21:01:03,Normal,delivered,2020-02-05,2020-02-05,59.26,paid,False
ecfa9ccf-c0b8-4c4e-9550-ffa2c2baee62,ORD-20200203-54599,CUST000012,B0-TR0001,2020-02-03 21:31:43,Normal,delivered,2020-02-06,2020-02-08,80.0,paid,False
b852690f-db3c-4ab0-9950-4d6e2b90f1d2,ORD-20200203-69623,B13-CUST000108,B1-TR0002,2020-02-03 23:44:35,Normal,delivered,2020-02-05,2020-02-10,55.2,paid,True
163dc98b-242c-403a-a1bf-f5c5ccecf069,ORD-20200204-45438,B6-CUST000014,B0-TR0003,2020-02-04 03:10:46,Normal,returned,2020-02-04,2020-02-04,54.06,paid,False
85c8c1a2-1430-4add-9ac8-fdd451bac4bd,ORD-20200204-72316,B31-CUST000019,B0-TR0002,2020-02-04 16:45:17,Normal,delivered,2020-02-05,2020-02-06,78.28,paid,False
7a9d8105-0463-4cec-94a6-ee6cfb873eb6,ORD-20200204-92844,CUST000010,B0-TR0003,2020-02-04 20:12:34,Normal,lost_stolen,2020-02-05,,123.0,refunded,True
383854d1-db7a-442c-9b70-02a352cc9eb3,ORD-20200204-73606,B37-CUST000009,B0-TR0002,2020-02-04 22:30:13,Normal,returned,2020-02-05,2020-02-05,49.43,refunded,True
70f74abf-4b9f-40bd-9f90-885c51ca5746,ORD-20200205-27920,B49-CUST000010,B0-TR0001,2020-02-05 00:38:22,Normal,delivered,2020-02-06,2020-02-08,80.32,paid,True
23f20197-d605-4171-83a2-dfb46ebe83cd,ORD-20200205-57435,CUST000018,B0-TR0002,2020-02-05 07:11:57,Normal,delivered,2020-02-06,2020-02-07,53.95,paid,True
7ca27d7b-3efc-40b8-b969-7e4438bde531,ORD-20200206-19792,CUST000018,B0-TR0002,2020-02-06 04:59:21,Normal,delivered,2020-02-07,2020-02-06,57.54,paid,False
8fd775f1-f1e2-48dc-b551-fdf7a679bb63,ORD-20200206-42087,B11-CUST000017,B0-TR0003,2020-02-06 06:22:53,Normal,delivered,2020-02-06,2020-02-08,121.85,refunded,True
9a0ce56a-6d7e-42ab-9824-8596ad7cd7e4,ORD-20200206-61376,B38-CUST000014,B0-TR0002,2020-02-06 06:39:16,Normal,delivered,2020-02-07,2020-02-06,225.91,paid,False
0a5969b6-6a76-4114-a602-0664f8b66bfc,ORD-20200206-68470,B35-CUST000016,B0-TR0002,2020-02-06 11:26:45,Normal,returned,2020-02-07,2020-02-06,241.15,refunded,True
d9271437-ad75-41d7-b307-0ef0647f4a61,ORD-20200206-65158,B11-CUST000003,B0-TR0003,2020-02-06 21:00:19,Normal,returned,2020-02-07,2020-02-06,244.31,paid,False
3d226224-b26b-477c-ba70-9c7a2ff62015,ORD-20200206-63048,B20-CUST000011,B0-TR0002,2020-02-06 22:21:52,Normal,delivered,2020-02-07,2020-02-06,118.55,paid,False
b350a697-1bb2-4aaa-8abd-74ddef98b270,ORD-20200207-10482,B38-CUST000014,B1-TR0003,2020-02-07 16:43:06,Normal,delivered,2020-02-08,2020-02-08,144.22,paid,False
d125c308-aa16-4016-9e8f-d4779f467c04,ORD-20200207-80705,CUST000011,B0-TR0002,2020-02-07 20:01:13,Normal,delivered,2020-02-08,2020-02-07,48.75,paid,False
9aacd94e-2fd5-4f5e-90ef-4a5362265bb6,ORD-20200207-74173,B3-CUST000003,B0-TR0003,2020-02-07 20:23:00,Normal,delivered,2020-02-08,2020-02-09,93.23,paid,True
339b6a09-2151-4dbb-97c6-4a6b94308f38,ORD-20200208-75407,B0-CUST000005,B0-TR0003,2020-02-08 05:27:07,Normal,delivered,2020-02-08,2020-02-08,64.09,paid,False
98a0322b-93a6-4173-a0e1-bb9ef2063aeb,ORD-20200208-81383,B37-CUST000003,B0-TR0001,2020-02-08 13:17:20,Normal,delivered,2020-02-11,2020-02-11,46.29,failed,False
35b38b77-59de-469f-881d-f4cbe135ae33,ORD-20200208-54122,B19-CUST000014,B0-TR0003,2020-02-08 19:35:06,Normal,processing,2020-02-09,,43.76,paid,False
ccf940b1-e241-43b7-ada3-24bb61679700,ORD-20200208-71702,CUST000008,B0-TR0002,2020-02-08 21:01:28,Normal,delivered,2020-02-09,2020-02-08,121.84,paid,False
1efd2d86-1dca-45f8-8d7c-53818f1b2d10,ORD-20200209-22685,CUST000012,B1-TR0001,2020-02-09 09:39:23,Normal,delivered,2020-02-09,2020-02-09,49.42,paid,False
778cdb29-edc0-4b86-842d-ed2a7d7adcee,ORD-20200209-62962,B7-CUST000015,B0-TR0003,2020-02-09 10:14:02,Normal,lost_stolen,2020-02-09,,33.26,refunded,True
0a878cb0-f8b7-4dd2-a234-e7cf084408e6,ORD-20200209-41466,B3-CUST000003,B0-TR0003,2020-02-09 21:26:43,Normal,delivered,2020-02-10,2020-02-13,122.29,paid,False
e2e45fec-8a69-4894-9298-0fd36413572a,ORD-20200209-13378,B8-CUST000010,B0-TR0002,2020-02-09 21:53:14,Normal,delivered,2020-02-10,2020-02-09,57.55,paid,False
552a676a-9080-4e88-bedb-5709751d9f95,ORD-20200212-63942,CUST000011,B0-TR0002,2020-02-12 00:55:39,Normal,delivered,2020-02-12,2020-02-12,33.22,paid,False
80a7ec77-fc2e-4cbf-ae8d-2eddca5f27a1,ORD-20200212-75148,B8-CUST000010,B0-TR0003,2020-02-12 04:10:19,Normal,delivered,2020-02-12,2020-02-12,314.62,paid,False
bf8394b9-3003-4c6f-8cfb-e1adf4a4543d,ORD-20200212-88187,CUST000008,B0-TR0002,2020-02-12 20:03:12,Normal,delivered,2020-02-14,2020-02-13,146.49,paid,True
5ceb7efd-b105-45ed-842a-2fe4e8bbe358,ORD-20200213-39000,CUST000013,B0-TR0002,2020-02-13 04:10:28,Normal,delivered,2020-02-14,2020-02-13,45.41,paid,False
d216ee14-2bd3-4ef7-a537-79d0de4c37a7,ORD-20200213-25353,CUST000003,B0-TR0003,2020-02-13 10:21:06,Normal,processing,2020-02-13,,45.0,paid,False
a8515287-bb8b-4ef9-bbe2-689fa5e4efd7,ORD-20200213-81462,CUST000004,B0-TR0002,2020-02-13 11:54:33,Normal,delivered,2020-02-14,2020-02-17,314.7,paid,False
f14ff438-2509-414c-b8f3-9dd74d35f854,ORD-20200213-98494,B42-CUST000020,B0-TR0003,2020-02-13 16:28:33,Normal,delivered,2020-02-13,2020-02-13,51.77,paid,False
3fd5a6ca-d6f0-4b11-b3a4-9f901dacf2a3,ORD-20200213-58160,B49-CUST000017,B0-TR0002,2020-02-13 20:48:56,Normal,delivered,2020-02-14,2020-02-15,118.59,paid,True
7ddc2100-ea97-4fae-bf4c-fc89b83597a7,ORD-20200213-58165,CUST000018,B0-TR0001,2020-02-13 20:51:23,Normal,delivered,2020-02-15,2020-02-18,72.57,paid,True
973db0a0-7b5c-467b-8d35-bc69b3e6dba8,ORD-20200213-14831,B42-CUST000020,B0-TR0003,2020-02-13 21:47:57,Normal,delivered,2020-02-14,2020-02-13,198.95,paid,False
b86b4146-9ff8-440f-a4ae-4c647372b808,ORD-20200214-90404,B3-CUST000017,B0-TR0002,2020-02-14 10:19:03,Normal,delivered,2020-02-15,2020-02-15,197.15,paid,False
75203c7e-b553-4cde-a9a9-5ad82fa027bf,ORD-20200214-53588,B32-CUST000008,B1-TR0001,2020-02-14 11:56:57,Normal,returned,2020-02-14,2020-02-14,107.08,paid,False
8620465d-40f5-44bd-8056-966c7ee12a0e,ORD-20200214-73754,B16-CUST000010,B0-TR0003,2020-02-14 20:11:25,Normal,delivered,2020-02-15,2020-02-14,102.19,paid,False
682d9284-3087-4856-b2d2-1df3a53703c6,ORD-20200215-98540,B11-CUST000014,B1-TR0001,2020-02-15 00:36:49,Normal,delivered,2020-02-15,2020-02-15,190.4,paid,False
6d778881-804d-49fd-8349-fa2ddedd02ef,ORD-20200215-85133,CUST000004,B0-TR0002,2020-02-15 11:05:24,Normal,delivered,2020-02-16,2020-02-16,40.05,paid,False
adeb7558-fc76-4da4-8c6e-314cea61802f,ORD-20200215-45271,CUST000003,B0-TR0003,2020-02-15 11:33:37,Normal,delivered,2020-02-15,2020-02-16,15.43,paid,False
ea2764b3-fa95-42b9-b3b8-27139f9ddf4d,ORD-20200215-10730,CUST000003,B0-TR0001,2020-02-15 20:30:34,Normal,delivered,2020-02-18,2020-02-18,78.86,refunded,False
936816c6-248a-421d-8633-5678c0edb63b,ORD-20200216-86855,B7-CUST000002,B0-TR0002,2020-02-16 09:10:56,Normal,delivered,2020-02-17,2020-02-17,151.34,paid,False
2b04a3ca-e3d2-4928-8308-45cc8a19e830,ORD-20200216-81149,CUST000004,B1-TR0001,2020-02-16 09:27:51,Normal,delivered,2020-02-16,2020-02-16,75.25,paid,False
934cd025-746f-4e2b-8338-42d8bf8eacb6,ORD-20200216-20024,CUST000016,B0-TR0002,2020-02-16 10:34:21,Normal,delivered,2020-02-17,2020-02-16,286.19,paid,False
db62cb6b-9799-4862-b071-956fa1efc50f,ORD-20200216-20602,B31-CUST000020,B0-TR0003,2020-02-16 10:54:06,Normal,delivered,2020-02-16,2020-02-16,184.39,paid,False
95e7959a-7ee8-4123-84d4-ce1a8d8e3a1e,ORD-20200216-29754,CUST000003,B0-TR0002,2020-02-16 21:04:50,Normal,returned,2020-02-18,2020-02-17,81.71,paid,True
8ff9ebd6-e65f-4fe0-9626-8219f36619c4,ORD-20200217-85315,CUST000012,B1-TR0001,2020-02-17 11:57:35,Normal,delivered,2020-02-17,2020-02-17,126.46,paid,False
1fab2737-2f41-4e51-81d7-ec6252a3bc5d,ORD-20200217-74500,CUST000020,B0-TR0003,2020-02-17 21:18:08,Normal,delivered,2020-02-18,2020-02-17,108.82,paid,False
ee7e127e-e641-4c43-b847-113aa3a97194,ORD-20200217-88379,B16-CUST000018,B1-TR0002,2020-02-17 22:01:35,Normal,delivered,2020-02-19,2020-02-18,18.95,paid,False
def05177-fb9b-4a29-a057-2a6e07dae15f,ORD-20200218-57237,CUST000004,B0-TR0002,2020-02-18 00:40:13,Normal,delivered,2020-02-19,2020-02-18,126.54,paid,False
7397adb4-d7d8-44df-9bc8-7103f9e90e5e,ORD-20200218-69538,CUST000003,B0-TR0003,2020-02-18 11:09:22,Normal,delivered,2020-02-18,2020-02-18,94.86,paid,False
916b566f-9181-4ccc-9a30-b04108d7fd7f,ORD-20200218-59001,B7-CUST000019,B0-TR0001,2020-02-18 16:36:22,Normal,delivered,2020-02-20,2020-02-21,140.92,paid,True
