claim_id,order_id,claim_date,claim_type,claim_status,reported_value,claim_amount,resolution_date,resolution_time_days,refunded_amount
CLM-20200628-98087,f09bf6a2-edf4-46e6-b7ae-01c182264ebf,2020-06-28 14:28:09,stolen,in_investigation,38.7,42.26,,,
CLM-20200628-44560,8c55e118-495d-43ea-b7da-021b2ca8b49b,2020-06-30 00:00:00,damaged,resolved,59.27,62.26,2020-07-14 12:47:41,14.53,60.16
CLM-20200712-41949,00b11e32-ee4d-4084-ab2e-44a5f48176a3,2020-07-02 20:12:43,other,resolved,67.42,72.24,2020-07-09 22:07:37,7.08,18.25
CLM-20200703-63233,999a278d-b8c3-4916-8c72-c856d4326e7e,2020-07-04 00:00:00,delay,rejected,10.07,11.67,2020-07-11 04:23:48,7.18,0.0
CLM-20200709-48698,7502eed7-83ad-4430-923d-f3bc7e237b7a,2020-07-05 04:52:55,wrong_item,rejected,75.37,67.07,2020-07-11 23:02:22,6.76,0.0
CLM-20200624-28300,4b6ea7b8-99f6-4d3f-9d19-5eae77f04ab4,2020-07-05 21:52:47,other,rejected,65.66,66.62,2020-07-17 16:17:05,11.77,0.0
CLM-20200719-94954,3f31d194-45d5-443d-b667-681b3cb4b69b,2020-07-06 00:00:00,wrong_item,rejected,28.21,29.97,2020-07-11 03:59:12,5.17,0.0
CLM-20200711-15008,0ef786f6-ca67-4f7e-99b7-aad65aa58da3,2020-07-14 00:00:00,delay,resolved,36.22,29.63,2020-07-20 16:11:00,6.67,11.27
CLM-20200722-55414,f82eab33-7f30-41ab-b937-521001819979,2020-07-14 20:12:47,stolen,resolved,55.7,58.06,2020-08-15 03:11:24,31.29,56.04
CLM-20200623-92938,ef085436-afa9-4025-a5cf-cb372169b1ae,2020-07-15 00:29:18,other,resolved,26.66,26.62,2020-07-25 10:05:29,10.4,4.11
CLM-20200711-17802,a53290c8-641d-448d-b55f-c2bb706be94c,2020-07-15 04:25:07,non_delivery,resolved,75.77,65.98,2020-08-17 20:06:54,33.65,61.79
CLM-20200727-84855,a9be88e2-cb2d-4d5b-ac76-8307f4ad9c36,2020-07-18 19:26:30,missing_item,resolved,117.22,99.29,2020-08-08 02:04:25,20.28,56.34
CLM-20200803-36863,45688c51-5ccb-43b7-8b04-4faad866c6a0,2020-07-28 00:00:00,delay,resolved,12.11,11.0,2020-08-08 00:16:27,11.01,3.76
CLM-20200802-30096,afa0bf01-8d0b-4aee-8825-bc921da6c969,2020-07-31 00:47:33,stolen,resolved,209.17,168.89,2020-09-04 17:00:13,35.68,162.89
CLM-20200730-26204,2c5b57a9-ef65-427f-b59f-a52b33e41c1a,2020-08-03 00:00:00,wrong_item,open,55.81,65.12,,,
CLM-20200805-99157,6837fc96-7fd2-4274-bda3-df34c0c8a2ed,2020-08-03 00:00:00,missing_item,open,55.6,46.45,,,
CLM-20200807-94437,3d8440b9-ee48-4730-8b8a-5495e0eb48b7,2020-08-04 00:00:00,damaged,resolved,464.44,531.83,2020-08-18 03:03:07,14.13,501.69
CLM-20200811-83667,ed69abac-02e1-4673-87d9-1d5380df344a,2020-08-10 00:00:00,damaged,resolved,46.85,37.96,2020-08-29 22:42:54,19.95,37.4
CLM-20200816-50178,48804974-7672-4ebf-a353-88d3e51c204c,2020-08-10 02:04:08,stolen,resolved,46.17,42.87,2020-09-04 03:13:02,25.05,39.68
CLM-20200809-58566,2bef22d4-e191-4e3e-ab6a-e3c0107119cd,2020-08-10 09:18:42,stolen,resolved,61.24,66.68,2020-09-14 01:09:55,34.66,60.91
CLM-20200814-20002,e4d479e8-44f6-4450-8c1a-200d39903706,2020-08-14 00:00:00,damaged,resolved,76.22,77.71,2020-09-01 03:40:35,18.15,70.28
CLM-20200831-37215,8f3272bf-e214-4427-9130-987278843cda,2020-08-18 00:00:00,wrong_item,resolved,63.11,68.46,2020-08-27 10:32:26,9.44,58.68
CLM-20200903-77641,e39af6ac-d543-434b-a5ea-f3c84e75e498,2020-08-20 14:34:21,delay,resolved,41.69,38.42,2020-08-29 15:42:47,9.05,10.11
CLM-20200822-44189,e67f38d5-82bc-40e4-88df-cdbaf1c98b1a,2020-08-21 00:00:00,missing_item,resolved,91.03,89.98,2020-09-09 03:51:32,19.16,52.86
CLM-20200829-61943,28a7b292-5a68-4163-a40c-38189bad16d6,2020-08-24 00:00:00,missing_item,resolved,88.34,75.42,2020-09-11 09:31:35,18.4,51.43
CLM-20200827-22818,5ced66b8-07a7-45db-8aec-ede1e487547b,2020-08-24 22:28:44,non_delivery,in_investigation,92.87,106.07,,,
CLM-20200828-90781,42ff0318-d15a-429b-82ea-97b3b3f2ed30,2020-08-26 00:00:00,partial_delivery,resolved,251.25,241.72,2020-09-01 21:29:06,6.9,163.86
CLM-20200903-38562,aea92f72-80a5-4cce-9ff1-65db919c9a53,2020-08-26 00:00:00,missing_item,resolved,17.98,17.95,2020-09-06 04:47:28,11.2,9.84
CLM-20200820-53319,744a5c46-3cb7-4263-a019-96b939b462b8,2020-08-27 18:40:06,stolen,resolved,42.09,47.43,2020-09-16 20:42:21,20.08,43.66
CLM-20200828-17282,adaa0e41-8a64-4d1a-879d-86f1243d096a,2020-08-29 00:00:00,damaged,resolved,458.08,484.28,2020-09-11 12:16:53,13.51,482.88
CLM-20200908-61869,576f1692-4b74-4f93-9b54-4de7e8211b5e,2020-08-30 00:00:00,delay,resolved,10.08,8.33,2020-09-05 22:38:33,6.94,1.15
CLM-20200902-12407,9b352232-535b-407d-aae8-b3ea149fe6cb,2020-08-30 00:00:00,partial_delivery,resolved,20.56,21.8,2020-09-05 19:43:54,6.82,16.72
CLM-20200910-22318,5ec9945a-dd90-4211-afb0-ffa2685d1f9b,2020-08-31 00:00:00,damaged,resolved,14.64,17.12,2020-09-18 06:29:01,18.27,15.8
CLM-20200902-36044,a340ce38-65fe-4e58-b5ac-dd7e1557cc71,2020-08-31 00:00:00,damaged,resolved,347.54,338.24,2020-09-09 16:31:33,9.69,335.01
CLM-20200901-69402,249c811a-9acb-48ba-9be7-2f45d4c466fb,2020-09-01 01:33:08,stolen,open,527.48,495.85,,,
CLM-20200910-20991,50008efd-63ce-4a32-9b50-2d337bb65b03,2020-09-02 00:00:00,damaged,resolved,139.36,128.82,2020-09-13 11:31:25,11.48,120.32
CLM-20200919-14507,b9bb26b1-23e2-4663-9b83-073215205ed0,2020-09-08 00:00:00,missing_item,resolved,46.24,52.87,2020-09-20 15:35:58,12.65,37.58
CLM-20200922-62129,5a2fa72e-61b8-40c0-9686-bb0de3d13da8,2020-09-11 08:57:22,non_delivery,resolved,116.71,135.25,2020-10-24 02:01:04,42.71,126.84
CLM-20200919-46855,f5162b9b-aef1-481c-a25f-8801222125df,2020-09-13 00:00:00,missing_item,rejected,163.02,167.54,2020-09-29 16:43:05,16.7,0.0
CLM-20200919-31311,db433326-dcc4-4821-b7d9-b9e54d58d85f,2020-09-13 00:00:00,damaged,resolved,27.69,22.57,2020-09-20 14:27:09,7.6,22.28
CLM-20200919-32525,f32d9983-5220-4fa4-847a-6b72770333a8,2020-09-14 00:00:00,damaged,resolved,85.54,100.82,2020-09-24 10:51:48,10.45,97.47
CLM-20200915-57941,bab37d67-d527-4447-a7d6-2c09b77b9a9c,2020-09-14 00:00:00,wrong_item,resolved,55.01,57.13,2020-09-26 12:30:34,12.52,47.22
CLM-20200915-87582,b5307970-84ca-4470-9ef2-a963b91cef8b,2020-09-18 17:27:25,stolen,resolved,116.58,99.69,2020-10-21 01:20:29,32.33,92.86
CLM-20200922-57801,4748fa02-ede7-4e88-b2c2-05090e6af795,2020-09-19 02:09:45,delay,resolved,37.98,38.31,2020-09-25 19:57:11,6.74,14.08
CLM-20200925-84062,e817fd26-2b79-4dc6-af28-6da6f04cceae,2020-09-20 00:00:00,damaged,in_investigation,87.67,82.65,,,
CLM-20201002-66878,c18922d1-e3db-4f65-b472-b2c17b51b23f,2020-09-25 00:00:00,wrong_item,resolved,155.62,154.66,2020-10-04 03:25:50,9.14,119.08
CLM-20200921-16734,1a8dc974-dd6b-4217-a095-c1e7bf2838f0,2020-09-25 00:00:00,missing_item,rejected,38.39,33.65,2020-10-02 05:15:57,7.22,0.0
CLM-20200928-85499,8d161754-669f-4926-8137-cc986c810d5a,2020-09-26 00:00:00,wrong_item,in_investigation,37.61,31.92,,,
CLM-20201002-68027,4a37b922-b639-4fab-aca4-e0d867f034c4,2020-09-27 00:00:00,damaged,open,44.76,40.37,,,
CLM-20201005-76600,1af5df8a-75f4-4564-88ab-7340898c358a,2020-09-30 00:00:00,missing_item,resolved,166.13,143.99,2020-10-07 07:45:24,7.32,77.76
CLM-20201007-82144,0569a59c-e020-4672-89c0-95f0e1afdfbb,2020-10-04 00:00:00,damaged,in_investigation,46.11,38.57,,,
CLM-20200930-62433,d00278cc-4aff-4848-b142-c4b6a21fe6f6,2020-10-05 00:00:00,damaged,resolved,110.08,129.33,2020-10-14 08:07:33,9.34,125.68
CLM-20201010-67396,3796653a-1843-484f-aecb-1f5522a724e0,2020-10-07 00:00:00,damaged,resolved,114.96,108.4,2020-10-27 12:34:26,20.52,108.01
CLM-20201006-65822,bfba3ffd-3fb3-4d29-a965-b6fdf81f0dbb,2020-10-07 00:00:00,missing_item,resolved,57.87,51.32,2020-10-14 20:33:13,7.86,28.06
CLM-20201019-17925,1376d72b-858e-48ab-9721-dc24c12d2a28,2020-10-13 11:26:53,other,rejected,55.7,61.7,2020-10-24 16:11:29,11.2,0.0
CLM-20201018-55538,2ac8619e-12ed-4a44-b38d-adce9a5d6baa,2020-10-16 00:00:00,damaged,resolved,45.11,52.29,2020-10-30 06:31:58,14.27,49.5
CLM-20201013-17883,3c5a4d93-25ce-48d4-a330-22561da08ff3,2020-10-20 08:37:01,stolen,resolved,181.12,214.3,2020-11-21 14:28:48,32.24,193.11
CLM-20201020-76635,d6af6511-23f7-43cc-8125-82629bb4d4fa,2020-10-24 00:00:00,wrong_item,resolved,66.09,72.5,2020-11-06 12:58:43,13.54,63.95
CLM-20201105-73908,f75fc3eb-4477-4833-84e8-18cb3e8a57cd,2020-10-25 00:00:00,wrong_item,resolved,93.02,106.51,2020-11-06 16:31:18,12.69,64.62
CLM-20201107-43521,ccf2a552-b4f1-430c-918f-5948ceb8c4f6,2020-10-26 22:40:33,wrong_item,resolved,18.0,20.41,2020-11-07 19:13:32,11.86,14.26
CLM-20201027-26555,6fa6901a-58e2-4179-bd66-e0f1f812ee18,2020-10-27 00:00:00,wrong_item,in_investigation,25.48,30.0,,,
CLM-20201016-18163,f226e397-5dfd-43fa-b915-cf7dbaca5f89,2020-10-27 23:27:43,other,resolved,40.93,47.95,2020-11-06 17:41:01,9.76,15.64
CLM-20201015-72014,6eac39f1-8d3b-4216-9460-1b463488b661,2020-10-28 07:55:33,other,in_investigation,220.08,207.95,,,
CLM-20201021-91251,0568d56a-a726-48af-a0c4-ca56058c5175,2020-10-28 22:08:31,other,resolved,15.51,12.52,2020-11-09 10:11:36,11.5,4.39
CLM-20201025-25065,44826412-5255-48c7-b18b-7ebf8f2faf87,2020-10-29 07:41:25,non_delivery,resolved,103.89,88.16,2020-11-15 22:17:38,17.61,81.15
CLM-20201031-52637,73635429-3b59-41c6-b3f5-9e31c85b2498,2020-10-30 00:00:00,damaged,resolved,106.88,103.33,2020-11-14 17:09:18,15.71,95.17
CLM-20201104-44206,44c9b70b-00ef-44ed-ac50-786b96b7c50e,2020-11-05 07:51:24,non_delivery,resolved,18.9,17.58,2020-11-26 16:38:29,21.37,16.76
CLM-20201107-78617,6737cf83-bc63-4ab9-83ba-01998b9fae5e,2020-11-05 15:01:49,stolen,resolved,61.8,73.59,2020-12-09 12:46:27,33.91,66.46
CLM-20201109-63533,26ae440a-9750-4fdc-97fd-150c8f52217a,2020-11-06 00:00:00,missing_item,open,89.76,99.69,,,
CLM-20201112-59237,b38b2cb9-d2d1-4426-b019-ccb11e196d35,2020-11-10 00:00:00,delay,resolved,44.23,39.04,2020-11-20 14:16:19,10.59,5.41
