order_id,leg_seq,state_code,date_month,entered_at,exited_at,distance_km,leg_duration_hours,vandalism_incidents,theft_incident_flag
0038e770-84f7-4044-a20c-0054c07faf0e,3,GA,2023-10-01,2023-10-13 08:33:51,2023-10-13 10:42:53,296,2.15,0,False
003ccc70-099d-46ac-94fd-53f731f9cbd4,1,CO,2022-02-01,2022-02-06 11:28:43,2022-02-07 05:30:32,812,18.03,0,False
003ccc70-099d-46ac-94fd-53f731f9cbd4,2,OH,2022-02-01,2022-02-07 15:21:56,2022-02-08 13:42:44,1150,22.35,0,False
003ccc70-099d-46ac-94fd-53f731f9cbd4,3,HI,2022-02-01,2022-02-08 15:03:18,2022-02-09 20:26:08,1401,29.38,0,False
003ccc70-099d-46ac-94fd-53f731f9cbd4,4,IL,2022-02-01,2022-02-09 23:36:04,2022-02-11 01:57:34,1282,26.36,0,False
003ccc70-099d-46ac-94fd-53f731f9cbd4,5,MO,2022-02-01,2022-02-11 04:16:22,2022-02-11 18:59:40,1000,14.72,0,False
003d26e1-192e-484d-ae31-8166a3dceb17,1,NC,2021-12-01,2021-12-01 21:09:20,2021-12-01 21:35:26,267,0.44,0,False
003d26e1-192e-484d-ae31-8166a3dceb17,2,WV,2021-12-01,2021-12-02 06:18:08,2021-12-02 07:36:35,765,1.31,0,False
003d26e1-192e-484d-ae31-8166a3dceb17,3,SC,2021-12-01,2021-12-02 10:27:54,2021-12-02 11:49:08,552,1.35,0,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,1,WI,2020-05-01,2020-05-16 17:55:45,2020-05-17 21:08:53,1652,27.22,0,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,2,DE,2020-05-01,2020-05-17 23:36:14,2020-05-19 01:44:28,1919,26.14,0,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,3,WY,2020-05-01,2020-05-19 05:28:38,2020-05-20 17:38:53,1658,36.17,0,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,4,WA,2020-05-01,2020-05-20 22:11:04,2020-05-21 12:44:41,946,14.56,0,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,5,WA,2020-05-01,2020-05-21 17:46:43,2020-05-22 18:43:03,1263,24.94,0,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,6,OR,2020-05-01,2020-05-22 21:02:43,2020-05-23 17:37:22,1740,20.58,1,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,7,ND,2020-05-01,2020-05-24 04:48:04,2020-05-24 18:30:51,812,13.71,0,False
00423867-9bd6-42a7-b6a1-60156c01ccb6,8,WV,2020-05-01,2020-05-24 19:06:43,2020-05-25 06:22:59,1501,11.27,0,False
0044805f-4d25-4edb-aeb8-c0d0ba153d28,1,MT,2020-11-01,2020-11-24 20:07:33,2020-11-24 21:06:38,537,0.98,0,False
0044805f-4d25-4edb-aeb8-c0d0ba153d28,2,IA,2020-11-01,2020-11-24 22:54:43,2020-11-24 23:34:30,314,0.66,0,False
0044805f-4d25-4edb-aeb8-c0d0ba153d28,3,OR,2020-11-01,2020-11-24 23:59:55,2020-11-25 00:25:25,471,0.42,0,False
00475545-ccf5-4458-9205-b5bf677236d5,1,ID,2023-03-01,2023-03-23 23:31:32,2023-03-25 02:49:21,1355,27.3,0,False
00475545-ccf5-4458-9205-b5bf677236d5,2,WV,2023-03-01,2023-03-25 06:29:14,2023-03-26 19:49:13,1702,37.33,0,False
00475545-ccf5-4458-9205-b5bf677236d5,3,HI,2023-03-01,2023-03-27 01:49:36,2023-03-27 16:17:57,726,14.47,0,False
00475545-ccf5-4458-9205-b5bf677236d5,4,OH,2023-03-01,2023-03-27 19:16:01,2023-03-28 19:20:22,896,24.07,0,False
00475545-ccf5-4458-9205-b5bf677236d5,5,MD,2023-03-01,2023-03-29 02:10:46,2023-03-30 01:26:25,1082,23.26,0,False
00475545-ccf5-4458-9205-b5bf677236d5,6,WA,2023-03-01,2023-03-30 04:23:47,2023-03-31 08:14:44,1762,27.85,0,False
00475545-ccf5-4458-9205-b5bf677236d5,7,SC,2023-03-01,2023-03-31 14:40:03,2023-04-02 16:56:14,1818,50.27,0,False
00475545-ccf5-4458-9205-b5bf677236d5,8,CO,2023-04-01,2023-04-02 17:06:26,2023-04-04 19:22:59,1565,50.28,0,False
00475545-ccf5-4458-9205-b5bf677236d5,9,ID,2023-04-01,2023-04-05 00:04:33,2023-04-05 20:37:10,1667,20.54,0,False
004cc897-4291-435c-acdc-bdf92991d95d,1,IA,2024-12-01,2024-12-06 10:26:50,2024-12-06 11:53:15,751,1.44,0,False
004cc897-4291-435c-acdc-bdf92991d95d,2,AR,2024-12-01,2024-12-06 15:00:51,2024-12-06 18:20:08,1771,3.32,0,False
004cc897-4291-435c-acdc-bdf92991d95d,3,NJ,2024-12-01,2024-12-06 19:35:11,2024-12-06 23:23:56,1975,3.81,0,False
004cc897-4291-435c-acdc-bdf92991d95d,4,LA,2024-12-01,2024-12-07 06:48:10,2024-12-07 10:25:59,1548,3.63,0,False
004cc897-4291-435c-acdc-bdf92991d95d,5,MI,2024-12-01,2024-12-07 14:53:50,2024-12-07 17:26:45,1381,2.55,0,False
004cc897-4291-435c-acdc-bdf92991d95d,6,CA,2024-12-01,2024-12-07 18:32:41,2024-12-07 21:55:06,1478,3.37,1,False
004cc897-4291-435c-acdc-bdf92991d95d,7,FL,2024-12-01,2024-12-08 08:54:24,2024-12-08 11:43:54,1599,2.82,0,False
004cc897-4291-435c-acdc-bdf92991d95d,8,SD,2024-12-01,2024-12-08 15:40:56,2024-12-08 19:04:39,1766,3.4,0,False
004cc897-4291-435c-acdc-bdf92991d95d,9,WI,2024-12-01,2024-12-08 23:00:56,2024-12-09 00:38:41,1055,1.63,0,False
004f3265-b714-4ad4-abe5-e03e7a2fdf45,1,CA,2023-08-01,2023-08-19 10:04:16,2023-08-19 10:58:53,561,0.91,0,False
004f3265-b714-4ad4-abe5-e03e7a2fdf45,2,NV,2023-08-01,2023-08-19 14:11:00,2023-08-19 15:11:00,357,1.0,0,False
00533e4a-4e42-48f7-bb33-d4e1ce73b4ff,1,WV,2025-04-01,2025-04-27 21:56:59,2025-04-28 00:54:25,1441,2.96,0,False
00533e4a-4e42-48f7-bb33-d4e1ce73b4ff,2,CO,2025-04-01,2025-04-28 09:44:46,2025-04-28 12:00:51,961,2.27,0,False
00533e4a-4e42-48f7-bb33-d4e1ce73b4ff,3,CA,2025-04-01,2025-04-28 19:19:58,2025-04-28 21:15:21,1005,1.92,0,False
00533e4a-4e42-48f7-bb33-d4e1ce73b4ff,4,MD,2025-04-01,2025-04-29 05:04:50,2025-04-29 06:04:50,1027,1.0,0,False
00570ccb-c058-4c4b-a0ef-416534a54aa4,1,IL,2024-09-01,2024-09-12 21:22:11,2024-09-13 02:06:24,292,4.74,0,False
00570ccb-c058-4c4b-a0ef-416534a54aa4,2,ID,2024-09-01,2024-09-13 14:03:43,2024-09-14 01:49:37,597,11.77,0,False
00570ccb-c058-4c4b-a0ef-416534a54aa4,3,IA,2024-09-01,2024-09-14 13:15:40,2024-09-14 15:56:03,239,2.67,0,False
00583946-911c-4188-8412-8b27fc3d1aad,1,CA,2024-01-01,2024-01-01 07:41:29,2024-01-02 14:17:45,1379,30.6,0,False
00583946-911c-4188-8412-8b27fc3d1aad,2,MN,2024-01-01,2024-01-03 02:03:40,2024-01-03 16:02:57,649,13.99,0,False
00583946-911c-4188-8412-8b27fc3d1aad,3,NM,2024-01-01,2024-01-03 21:05:08,2024-01-04 13:18:06,701,16.22,0,False
00583946-911c-4188-8412-8b27fc3d1aad,4,ND,2024-01-01,2024-01-04 22:19:50,2024-01-05 03:40:37,647,5.35,0,False
00587124-8b4a-4c48-9ec2-ee288f6f5ad9,1,NC,2025-06-01,2025-06-17 22:51:32,2025-06-18 02:53:15,267,4.03,0,False
00587124-8b4a-4c48-9ec2-ee288f6f5ad9,2,CO,2025-06-01,2025-06-18 09:57:13,2025-06-18 19:09:53,629,9.21,0,False
005f7c37-2e8f-425c-949e-100f3a249328,1,AL,2025-08-01,2025-08-19 12:10:08,2025-08-19 13:06:05,470,0.93,0,False
005f7c37-2e8f-425c-949e-100f3a249328,2,PA,2025-08-01,2025-08-19 19:17:31,2025-08-19 20:24:55,620,1.12,0,False
005f7c37-2e8f-425c-949e-100f3a249328,3,MN,2025-08-01,2025-08-20 01:41:07,2025-08-20 02:41:07,284,1.0,1,False
00625364-aee4-4470-8e3a-7e4fcbdfdf5a,1,OR,2024-11-01,2024-11-04 12:35:00,2024-11-04 13:25:57,527,0.85,0,False
00625364-aee4-4470-8e3a-7e4fcbdfdf5a,2,TN,2024-11-01,2024-11-04 19:40:55,2024-11-04 20:47:24,578,1.11,0,False
00625364-aee4-4470-8e3a-7e4fcbdfdf5a,3,AL,2024-11-01,2024-11-05 08:21:38,2024-11-05 09:21:38,368,1.0,0,False
0071367b-be2c-4841-b019-5abf9ea13e2b,1,MA,2025-06-01,2025-06-26 11:56:42,2025-06-26 21:05:15,627,9.14,0,False
0071367b-be2c-4841-b019-5abf9ea13e2b,2,LA,2025-06-01,2025-06-26 22:00:59,2025-06-27 18:46:42,1166,20.76,0,False
0071367b-be2c-4841-b019-5abf9ea13e2b,3,MT,2025-06-01,2025-06-28 01:09:02,2025-06-29 02:04:44,1339,24.93,0,False
0071367b-be2c-4841-b019-5abf9ea13e2b,4,DE,2025-06-01,2025-06-29 05:47:06,2025-06-29 09:09:34,427,3.37,0,False
0074d676-effd-47b0-a6df-43a1ce66ce7f,1,IN,2025-04-01,2025-04-12 06:11:36,2025-04-12 11:16:45,446,5.09,0,False
0074d676-effd-47b0-a6df-43a1ce66ce7f,2,MN,2025-04-01,2025-04-12 21:45:41,2025-04-13 04:35:23,423,6.83,0,False
0074d676-effd-47b0-a6df-43a1ce66ce7f,3,OK,2025-04-01,2025-04-13 12:20:07,2025-04-14 11:26:16,1336,23.1,0,False
0074d676-effd-47b0-a6df-43a1ce66ce7f,4,NY,2025-04-01,2025-04-14 22:41:14,2025-04-15 05:27:09,429,6.77,0,False
0074d676-effd-47b0-a6df-43a1ce66ce7f,5,MI,2025-04-01,2025-04-15 05:57:37,2025-04-16 10:44:47,1425,28.79,0,False
0074d676-effd-47b0-a6df-43a1ce66ce7f,6,IA,2025-04-01,2025-04-16 14:58:20,2025-04-16 21:45:39,1063,6.79,0,False
0082ee6a-64d6-44a5-8209-ccd2f83e887e,1,CT,2024-06-01,2024-06-22 10:19:44,2024-06-22 17:25:16,504,7.09,0,False
0082ee6a-64d6-44a5-8209-ccd2f83e887e,2,WI,2024-06-01,2024-06-23 04:27:01,2024-06-23 11:14:39,486,6.79,0,False
0082ee6a-64d6-44a5-8209-ccd2f83e887e,3,IN,2024-06-01,2024-06-23 12:45:53,2024-06-24 20:18:37,1339,31.55,0,False
0082ee6a-64d6-44a5-8209-ccd2f83e887e,4,WV,2024-06-01,2024-06-25 05:24:45,2024-06-25 23:09:58,1139,17.75,0,False
0082ee6a-64d6-44a5-8209-ccd2f83e887e,5,WA,2024-06-01,2024-06-26 08:42:58,2024-06-26 18:53:13,1061,10.17,0,False
00835874-e3b4-4da8-b656-59df6503943f,1,NC,2025-02-01,2025-02-05 11:58:44,2025-02-05 14:42:03,1466,2.72,0,False
00835874-e3b4-4da8-b656-59df6503943f,2,NJ,2025-02-01,2025-02-05 20:30:17,2025-02-05 21:59:14,973,1.48,0,False
00835874-e3b4-4da8-b656-59df6503943f,3,NC,2025-02-01,2025-02-06 00:01:21,2025-02-06 03:01:39,1464,3.0,0,False
00835874-e3b4-4da8-b656-59df6503943f,4,NY,2025-02-01,2025-02-06 04:09:44,2025-02-06 05:54:24,855,1.74,0,False
00835874-e3b4-4da8-b656-59df6503943f,5,NC,2025-02-01,2025-02-06 12:14:37,2025-02-06 14:04:21,961,1.83,0,False
00835874-e3b4-4da8-b656-59df6503943f,6,SC,2025-02-01,2025-02-06 23:52:05,2025-02-07 01:33:51,866,1.7,0,False
00835874-e3b4-4da8-b656-59df6503943f,7,VA,2025-02-01,2025-02-07 13:12:56,2025-02-07 15:18:57,1184,2.1,0,False
008a005a-efe4-455d-869b-fa53845c44c6,1,LA,2024-10-01,2024-10-11 10:36:28,2024-10-11 12:44:55,1265,2.14,0,False
008a005a-efe4-455d-869b-fa53845c44c6,2,TN,2024-10-01,2024-10-12 00:08:26,2024-10-12 02:05:58,1136,1.96,0,False
008a005a-efe4-455d-869b-fa53845c44c6,3,AL,2024-10-01,2024-10-12 11:10:40,2024-10-12 12:59:38,972,1.82,0,False
008a005a-efe4-455d-869b-fa53845c44c6,4,IN,2024-10-01,2024-10-12 16:52:21,2024-10-12 17:52:21,899,1.0,0,False
008b0c97-6666-4ff2-89d0-06b895323768,1,KY,2024-03-01,2024-03-12 06:29:16,2024-03-12 08:21:35,809,1.87,0,False
008b0c97-6666-4ff2-89d0-06b895323768,2,TN,2024-03-01,2024-03-12 12:27:15,2024-03-12 14:14:10,848,1.78,0,False
008b0c97-6666-4ff2-89d0-06b895323768,3,MI,2024-03-01,2024-03-12 23:05:13,2024-03-13 01:42:06,1145,2.61,1,False
008b0c97-6666-4ff2-89d0-06b895323768,4,OK,2024-03-01,2024-03-13 02:04:55,2024-03-13 05:50:48,1917,3.76,0,False
008b0c97-6666-4ff2-89d0-06b895323768,5,OR,2024-03-01,2024-03-13 15:25:45,2024-03-13 19:07:53,1652,3.7,0,False
008b0c97-6666-4ff2-89d0-06b895323768,6,KS,2024-03-01,2024-03-14 03:50:09,2024-03-14 05:00:11,604,1.17,0,False
008b0c97-6666-4ff2-89d0-06b895323768,7,MT,2024-03-01,2024-03-14 08:37:50,2024-03-14 10:18:38,984,1.68,0,False
008b0c97-6666-4ff2-89d0-06b895323768,8,NY,2024-03-01,2024-03-14 16:30:08,2024-03-14 18:16:11,1936,1.77,1,False
009ccec1-4fef-4c4b-9934-230898dd198b,1,GA,2022-10-01,2022-10-20 21:49:44,2022-10-21 17:42:55,628,19.89,0,False
009ccec1-4fef-4c4b-9934-230898dd198b,2,AL,2022-10-01,2022-10-21 19:30:10,2022-10-22 02:38:46,782,7.14,0,False
00a78cce-0fca-45c7-81f1-3f6cb7ffa2c3,1,AK,2023-12-01,2023-12-19 02:55:37,2023-12-20 03:55:24,1065,25.0,0,False
00a78cce-0fca-45c7-81f1-3f6cb7ffa2c3,2,WA,2023-12-01,2023-12-20 15:47:17,2023-12-21 06:06:31,782,14.32,0,False
00a78cce-0fca-45c7-81f1-3f6cb7ffa2c3,3,WV,2023-12-01,2023-12-21 14:08:00,2023-12-21 20:49:11,414,6.69,0,False
00a78cce-0fca-45c7-81f1-3f6cb7ffa2c3,4,ND,2023-12-01,2023-12-22 05:12:10,2023-12-22 08:46:38,493,3.57,0,False
00a7f087-255d-4f59-9a0f-b208e8b50d2d,1,NH,2022-04-01,2022-04-23 08:42:19,2022-04-23 11:59:45,160,3.29,0,False
00a7f087-255d-4f59-9a0f-b208e8b50d2d,2,LA,2022-04-01,2022-04-23 18:42:57,2022-04-24 03:40:40,636,8.96,0,False
00b11e32-ee4d-4084-ab2e-44a5f48176a3,1,CO,2020-06-01,2020-06-28 20:12:43,2020-06-29 15:36:06,659,19.39,0,False
00b11e32-ee4d-4084-ab2e-44a5f48176a3,2,MD,2020-06-01,2020-06-30 02:58:42,2020-06-30 04:50:21,180,1.86,0,False
00c032ce-c36e-4bbd-ac88-dcf1e641b4b2,1,PA,2024-11-01,2024-11-29 14:13:40,2024-11-30 13:47:48,1344,23.57,0,False
00c032ce-c36e-4bbd-ac88-dcf1e641b4b2,2,TN,2024-11-01,2024-11-30 16:18:49,2024-12-01 18:07:57,1250,25.82,0,False
00c032ce-c36e-4bbd-ac88-dcf1e641b4b2,3,GA,2024-12-01,2024-12-01 19:28:52,2024-12-02 08:38:43,437,13.16,0,False
00c032ce-c36e-4bbd-ac88-dcf1e641b4b2,4,NV,2024-12-01,2024-12-02 20:21:32,2024-12-03 13:43:33,1051,17.37,0,False
00c032ce-c36e-4bbd-ac88-dcf1e641b4b2,5,PA,2024-12-01,2024-12-03 17:32:35,2024-12-04 10:08:46,967,16.6,0,False
00cc3689-4b91-4b6f-807e-7c109e092637,1,ME,2024-11-01,2024-11-20 16:31:49,2024-11-20 20:49:03,259,4.29,0,False
00cc3689-4b91-4b6f-807e-7c109e092637,2,NC,2024-11-01,2024-11-21 03:56:53,2024-11-21 09:52:28,436,5.93,0,False
00cc3689-4b91-4b6f-807e-7c109e092637,3,AR,2024-11-01,2024-11-21 20:47:52,2024-11-21 23:25:03,201,2.62,0,False
00cd7226-35d7-4cea-80b8-cee86254c206,1,IL,2022-05-01,2022-05-03 20:27:53,2022-05-03 23:09:58,137,2.7,0,False
00cf3ddc-805f-4127-8be8-bb8bb78bccb0,1,OK,2021-03-01,2021-03-16 22:42:55,2021-03-17 01:08:08,1189,2.42,0,False
00cf3ddc-805f-4127-8be8-bb8bb78bccb0,2,OR,2021-03-01,2021-03-17 08:42:53,2021-03-17 11:32:27,1356,2.83,0,False
00cf3ddc-805f-4127-8be8-bb8bb78bccb0,3,ND,2021-03-01,2021-03-17 22:29:27,2021-03-17 23:11:51,400,0.71,0,False
00cf3ddc-805f-4127-8be8-bb8bb78bccb0,4,MT,2021-03-01,2021-03-18 03:30:36,2021-03-18 04:30:36,522,1.0,0,False
00e6dbb0-6857-4217-82e5-15224218dc12,1,IA,2020-12-01,2020-12-03 22:04:08,2020-12-03 22:44:21,336,0.67,1,False
00e6dbb0-6857-4217-82e5-15224218dc12,2,TX,2020-12-01,2020-12-04 08:08:13,2020-12-04 09:08:13,265,1.0,0,False
00f32f56-2df0-4c35-b335-bf467b1d40b5,1,SC,2023-05-01,2023-05-01 10:19:04,2023-05-01 10:41:20,205,0.37,0,False
00f32f56-2df0-4c35-b335-bf467b1d40b5,2,OH,2023-05-01,2023-05-01 21:07:44,2023-05-01 22:05:42,396,0.97,0,False
00fe9759-87e3-40b2-adb4-a2cfa1c3fea0,1,MO,2021-12-01,2021-12-20 17:18:14,2021-12-21 03:32:01,431,10.23,0,False
00fe9759-87e3-40b2-adb4-a2cfa1c3fea0,2,NH,2021-12-01,2021-12-21 11:03:53,2021-12-21 12:53:27,192,1.83,0,False
00ff99b0-8581-4bbf-942b-e0755fa6a938,1,LA,2021-04-01,2021-04-30 00:24:11,2021-05-01 02:57:20,1498,26.55,0,False
00ff99b0-8581-4bbf-942b-e0755fa6a938,2,AL,2021-05-01,2021-05-01 07:16:23,2021-05-01 16:46:34,471,9.5,0,False
00ff99b0-8581-4bbf-942b-e0755fa6a938,3,TX,2021-05-01,2021-05-02 01:17:31,2021-05-04 02:00:20,1449,48.71,0,False
00ff99b0-8581-4bbf-942b-e0755fa6a938,4,CA,2021-05-01,2021-05-04 02:22:25,2021-05-04 20:53:16,1343,18.51,0,False
01028753-a5af-489a-b897-ed9aff177713,1,AL,2024-11-01,2024-11-11 15:07:08,2024-11-12 07:51:12,1148,16.73,0,False
01028753-a5af-489a-b897-ed9aff177713,2,KS,2024-11-01,2024-11-12 10:46:54,2024-11-13 09:00:23,1136,22.22,0,False
01028753-a5af-489a-b897-ed9aff177713,3,MS,2024-11-01,2024-11-13 13:26:05,2024-11-13 21:51:41,411,8.43,0,False
01028753-a5af-489a-b897-ed9aff177713,4,MO,2024-11-01,2024-11-13 22:43:20,2024-11-14 06:36:23,990,7.88,0,False
0103486c-01b7-47e6-8258-2f739c6c7b9b,1,NV,2025-06-01,2025-06-05 08:33:47,2025-06-05 09:27:28,510,0.89,0,False
0103486c-01b7-47e6-8258-2f739c6c7b9b,2,ID,2025-06-01,2025-06-05 12:39:58,2025-06-05 13:39:58,544,1.0,0,False
01110a36-7c31-4f3d-a5ea-1c0646a402df,1,AK,2021-08-01,2021-08-28 14:07:31,2021-08-28 14:28:41,202,0.35,0,False
01110a36-7c31-4f3d-a5ea-1c0646a402df,2,PA,2021-08-01,2021-08-28 14:32:12,2021-08-28 15:32:12,174,1.0,0,False
011d19c8-e069-4b43-bd74-517624125a0d,1,NM,2023-04-01,2023-04-14 12:47:02,2023-04-14 16:53:12,220,4.1,0,False
011d19c8-e069-4b43-bd74-517624125a0d,2,MI,2023-04-01,2023-04-14 23:41:26,2023-04-15 01:43:11,169,2.03,0,False
01206afb-a440-4b4c-a048-1496c1ec7a4a,1,MD,2023-04-01,2023-04-09 03:32:16,2023-04-09 04:33:05,143,1.01,0,False
01231f5a-e011-46e3-b02f-0798443de6ac,1,RI,2025-02-01,2025-02-12 20:06:07,2025-02-12 21:28:08,747,1.37,0,False
01231f5a-e011-46e3-b02f-0798443de6ac,2,NE,2025-02-01,2025-02-12 21:58:28,2025-02-12 22:49:34,425,0.85,0,False
01231f5a-e011-46e3-b02f-0798443de6ac,3,NM,2025-02-01,2025-02-13 01:36:33,2025-02-13 02:11:59,320,0.59,0,False
0125207c-3c6e-4066-958a-c68fc095fcb7,1,ND,2021-11-01,2021-11-08 07:45:54,2021-11-08 21:28:26,767,13.71,0,False
0125207c-3c6e-4066-958a-c68fc095fcb7,2,NH,2021-11-01,2021-11-08 22:00:09,2021-11-09 01:42:41,241,3.71,0,False
0125207c-3c6e-4066-958a-c68fc095fcb7,3,NJ,2021-11-01,2021-11-09 07:24:14,2021-11-09 14:43:49,422,7.33,0,False
013200d6-3883-4656-867a-e72c0f5ab11f,1,SC,2022-05-01,2022-05-28 18:21:48,2022-05-28 19:30:42,646,1.15,0,False
013200d6-3883-4656-867a-e72c0f5ab11f,2,OK,2022-05-01,2022-05-28 21:34:23,2022-05-28 21:59:43,220,0.42,0,False
013200d6-3883-4656-867a-e72c0f5ab11f,3,AL,2022-05-01,2022-05-29 07:43:15,2022-05-29 08:43:15,300,1.0,0,False
01395614-64cd-47ee-856d-0c13dbcb6055,1,MI,2021-05-01,2021-05-27 09:04:02,2021-05-27 15:58:40,478,6.91,0,False
01395614-64cd-47ee-856d-0c13dbcb6055,2,MD,2021-05-01,2021-05-27 18:58:37,2021-05-27 21:35:43,164,2.62,0,False
01402e3d-4395-443d-b38a-93b37623cb26,1,VA,2024-12-01,2024-12-31 10:52:07,2024-12-31 13:55:06,190,3.05,0,False
